id|code|description|typeCode|type
1245|Ductilidad del residuo a 15.5C.|Ductilidad del residuo a 15.5C.IRAM6579|DETE|Determinación
1241|Ductilidad del residuo a 25C.|Ductilidad del residuo a 25C.IRAM 6579|DETE|Determinación
1433|Dureza Calcia ppmCO3Ca|Dureza Calcia ppmCO3Ca|DETE|Determinación
412|Dureza en cloruro de sodio.|Dureza en cloruro de sodio.|DETE|Determinación
390|Dureza en salmuera|Dureza en salmuera|DETE|Determinación
714|Dureza min.hebillas p/flejado|Dureza min.hebillas p/flejado|DETE|Determinación
111|Dureza Shore A|Dureza Shore A|DETE|Determinación
1542|Dureza ShoreA-IRB7|Dureza ShoreA-IRB7|DETE|Determinación
809|Dureza Total.(Prov.Ext.)|Dureza Total.(Prov.Ext.)|DETE|Determinación
341|E.decantabilidad. 05min|E.decantabilidad. 05min|DETE|Determinación
731|E.decantabilidad. 15 min|E.decantabilidad. 15 min|DETE|Determinación
732|E.decantabilidad. 30 min|E.decantabilidad. 30 min|DETE|Determinación
733|E.decantabilidad. 45 min|E.decantabilidad. 45 min|DETE|Determinación
734|E.decantabilidad. 60 min|E.decantabilidad. 60 min|DETE|Determinación
1975|0734ECH D6729 (%p/p)|ECH D6729 (%p/p)|DETE|Determinación
799|340ECH. (D6729)|ECH. (D6729)|DETE|Determinación
1960|070ECP D6729 (%p/p)|ECP D6729 (%p/p)|DETE|Determinación
745|Eficiencia Antiespumante|Eficiencia Antiespumante|DETE|Determinación
1033|Eficiencia de degradaci½n|Eficiencia de degradaci½n|DETE|Determinación
673|El Nombre del producto es|El Nombre del producto es|DETE|Determinación
676|El resto del texto es|El resto del texto es|DETE|Determinación
818|Eliminox. (HACH-732)|Eliminox. (HACH-732)|DETE|Determinación
15|Elongacion 35|Elongacion 35|DETE|Determinación
1326|Elongacion 35IRB7|Elongacion 35IRB7|DETE|Determinación
109|Elongacion 40|Elongacion 40|DETE|Determinación
1541|Elongacion 40IRB7|Elongacion 40IRB7|DETE|Determinación
1962|074EMCP D6729 (%p/p)|EMCP D6729 (%p/p)|DETE|Determinación
1405|30Emulsion % v/v|Emulsion % v/v|DETE|Determinación
254|Ens. de caract. de K|Ens. de caract. de K|DETE|Determinación
1728|ENSAYO|ENSAYO|ENSA|Ensayos (grupo)
1451|Ensayo de Oliensis del residuo|Ensayo de Oliensis del residuo.(IRAM6594)|DETE|Determinación
1210|Ensayo de Oliensis.(IRAM6594)|Ensayo de Oliensis.(IRAM6594)|DETE|Determinación
1620|Ensayo Mancha Oleosa|Ensayo Mancha Oleosa|DETE|Determinación
223|Equivalente caustico en antiox.|Equivalente caustico en antiox.|DETE|Determinación
2026|Escherichia Coli ( Prov.Ext.)|Escherichia Coli ( Prov.Ext.)|DETE|Determinación
897|Escherichia Coli (EFLW040)|Escherichia Coli (EFLW040)|DETE|Determinación
1046|Espesor|Espesor|DETE|Determinación
21|Estabil. agregado|Estabil. agregado|DETE|Determinación
114|Estabil. Antiozonante(ID3549)|Estabil. Antiozonante(ID3549)|DETE|Determinación
22|Estabil. Minimo Analizado (TNPP)|Estabil. Minimo Analizado (TNPP)|DETE|Determinación
1195|Estabilidad a la oxidacion|Estabilidad a la oxidacion|DETE|Determinación
1856|Estabilidad mecanica en latex  %|Estabilidad mecanica en latex  %|DETE|Determinación
1527|Estabilizante Antioz. en aceite|Estabilizante Antiozonante en aceite (ID3833)|DETE|Determinación
1069|Estilbeno (ID3591)|Estilbeno (ID3591)|DETE|Determinación
1511|150Estireno % (GC/MS)|Estireno % (GC/MS)|DETE|Determinación
2022|Estireno ( Prov.Ext.)|Estireno ( Prov.Ext.)|DETE|Determinación
1762|Estireno (%p/p)|Estireno (%p/p)|DETE|Determinación
1299|ESTIRENO (PASA534)|ESTIRENO (D6729)|DETE|Determinación
1087|060Estireno (EPA5021)|Estireno (EPA5021)|DETE|Determinación
858|050Estireno (ID3534)|Estireno (ID3534)|DETE|Determinación
1556|Estireno (ID3591)|Estireno (ID3591)|DETE|Determinación
958|26Estireno (ID3646)|Estireno (ID3646)|DETE|Determinación
1438|ESTIRENO (PASA138)|ESTIRENO (PASA138)|DETE|Determinación
1332|Estireno en aire ppm (v/v)|Estireno en aire ppm (v/v)|DETE|Determinación
136|10Estireno en efl. liq.|Estireno en efl. liq.|DETE|Determinación
1242|Estireno en Lixiviado|Estireno en Lixiviado|DETE|Determinación
388|Estireno lig. en arpol 1913|Estireno lig. en arpol 1913|DETE|Determinación
2|Estireno lig. en latex(ID3575)|Estireno lig. en latex(ID3575)|DETE|Determinación
23|Estireno lig. prod. term.PASA155|Estireno lig. prod. term.PASA155|DETE|Determinación
1582|05Estireno muestras solidas|Estireno muestras solidas ppm p/p|DETE|Determinación
1350|ESTIRENO P/ HS (PASA 760)|ESTIRENO P/ HS(PASA 760)|DETE|Determinación
1549|Estireno ppm p/p (ID3591)|Estireno ppm p/p (ID3591)|DETE|Determinación
1870|Estireno ppm v/v - Seguridad|Estireno ppm v/v - Seguridad|DETE|Determinación
1640|Estireno ppm v/v|Estireno ppm v/v PE-7E-0186 croma portatil|DETE|Determinación
1903|Estireno PYRO/GC (%)|Estireno PYRO/GC (%)|DETE|Determinación
130|Estireno residual.(ID3838)|Estireno residual.(ID3838)|DETE|Determinación
328|09Estireno volcado al rio|Estireno volcado al rio|DETE|Determinación
603|080Estireno. Medicion (STEL)|Estireno. Medicion (STEL)|DETE|Determinación
612|080Estireno. Medicion (TWA)|Estireno. Medicion (TWA)|DETE|Determinación
289|080Estireno. Mediciones bateria|Estireno. Mediciones de bateria|DETE|Determinación
157|12Estireno.(ID3591)|Estireno.(ID3591)|DETE|Determinación
7|21Estireno.(ID3591)|Estireno.(ID3591)|DETE|Determinación
1572|Estudios Especiales|Estudios Especiales|DETE|Determinación
1747|Etano (% p/p)|Etano (% p/p)|DETE|Determinación
1782|170Etano (%v/v) RGA|Etano (%v/v) RGA|DETE|Determinación
1811|Etanol % v/v (D6729)|Etanol % v/v (D6729)|DETE|Determinación
1535|Etanol ppm v/v (GC/MS)|Etanol ppm v/v (GC/MS)|DETE|Determinación
1676|Etanol ppm v/v (ID3879)|Etanol ppm v/v (ID3879)|DETE|Determinación
1453|ETANOL(D6729)|ETANOL(D6729)|DETE|Determinación
1861|ETBE ppm v/v (ID3879)|ETBE ppm v/v (ID3879)|DETE|Determinación
787|220ETBZ. (D6729)|ETBZ. (D6729)|DETE|Determinación
1560|220ETBZ. (D6729)%v/v|ETBZ. (D6729)%v/v|DETE|Determinación
1004|Etilacetileno|Etilacetileno|DETE|Determinación
1509|130Etilbenceno % (GC/MS)|Etilbenceno % (GC/MS)|DETE|Determinación
2025|Etilbenceno ( Prov.Ext.)|Etilbenceno ( Prov.Ext.)|DETE|Determinación
1760|044Etilbenceno (%p/p)|Etilbenceno (%p/p)|DETE|Determinación
62|Etilbenceno (ASTMD5135)|Etilbenceno (ASTMD5135)|DETE|Determinación
1088|040Etilbenceno (EPA5021)|Etilbenceno (EPA5021)|DETE|Determinación
859|040Etilbenceno (ID3534)|Etilbenceno (ID3534)|DETE|Determinación
1314|ETILBENCENO (ID3591)|ETILBENCENO (ID3591)|DETE|Determinación
957|24Etilbenceno(ID3646)|Etilbenceno (ID3646)|DETE|Determinación
1981|Etilbenceno D6729 (%p/p)|Etilbenceno D6729 (%p/p)|DETE|Determinación
1736|044Etilbenceno D6729 (%v/v)|Etilbenceno D6729 (%v/v)|DETE|Determinación
135|06Etilbenceno en efl. liq.|Etilbenceno en efl. liq.|DETE|Determinación
1243|Etilbenceno en Lixiviado|Etilbenceno en Lixiviado|DETE|Determinación
605|065Etilbenceno Medicion (STEL)|Etilbenceno Medicion (STEL)|DETE|Determinación
611|065Etilbenceno Medicion (TWA)|Etilbenceno Medicion (TWA)|DETE|Determinación
1581|03Etilbenceno muestras solidas|Etilbenceno muestras solidas ppm p/p|DETE|Determinación
1351|Etilbenceno p/HS (PASA 760)|Etilbenceno p/HS (PASA 760)|DETE|Determinación
209|07Etilbenceno por cromat.|Etilbenceno por cromat.|DETE|Determinación
327|05Etilbenceno volcado al rio|Etilbenceno volcado al rio|DETE|Determinación
291|065Etilbenceno. Medic. bateria|Etilbenceno. Medic. de bateria|DETE|Determinación
156|08Etilbenceno.(PASA307)|Etilbenceno.(ID3591)|DETE|Determinación
150|08Etilbenceno.(ID3591)|Etilbenceno.(ID3591)|DETE|Determinación
138|11Etilbenceno.(ID3591)|Etilbenceno.(ID3591)|DETE|Determinación
93|01Etilbenceno.(ID3591)|Etilbenceno.(ID3591)|DETE|Determinación
1746|Etileno (% p/p)|Etileno (% p/p)|DETE|Determinación
1670|Etileno (%p/p) Externo|Etileno (%p/p) Externo|DETE|Determinación
1781|160Etileno (%v/v) RGA|Etileno (%v/v) RGA|DETE|Determinación
1802|175Etileno + Etano (% v/v) RGA|Etileno + Etano (% v/v) RGA|DETE|Determinación
1995|Etiltoluenos D6729 (%p/p)|Etiltoluenos D6729 (%p/p)|DETE|Determinación
1481|Explosividad|Explosividad|DETE|Determinación
347|Extracto en Acetona|Extracto en Acetona|DETE|Determinación
24|Extracto en ETA . SBR(PASA413)|Extracto en ETA . SBR(PASA413)|DETE|Determinación
346|Extracto en ETA.(PASA413)|Extracto en ETA.(PASA413)|DETE|Determinación
851|Extracto en Solvente(PASA803)|Extracto en Solvente(PASA803)|DETE|Determinación
1119|Fenilacetileno|Fenilacetileno|DETE|Determinación
1128|Fenol Urinario|Fenol Urinario|DETE|Determinación
1471|Fenol urinario (mg/l)|Fenol urinario (mg/l)|DETE|Determinación
2023|Fenoles ( Prov.Ext.)|Fenoles ( Prov.Ext.)|DETE|Determinación
145|18Fenoles en efl. liq.|Fenoles en efl. liq.|DETE|Determinación
221|Fenoles sin reaccionar|Fenoles sin reaccionar|DETE|Determinación
332|17Fenoles volcados al rio|Fenoles volcados al rio|DETE|Determinación
2010|Fitoplancton y Zooplacnton|Fitoplancton y Zooplacnton ( Prov.Ext.)|DETE|Determinación
900|Fluoruro (Prov.Ext.)|Fluoruro (Prov.Ext.)|DETE|Determinación
747|Forma de Suministro|Forma de Suministro|DETE|Determinación
1432|Fosfato Filtrado ppm p/v|Fosfato Filtrado ppm p/v|DETE|Determinación
1447|Fosfato Inorganico Tot.|Fosfato Inorganico Tot.|DETE|Determinación
812|Fosfatos.(HACH-736)|Fosfatos.(HACH-736)|DETE|Determinación
2028|Fosforo ( Prov.Ext.)|Fosforo ( Prov.Ext.)|DETE|Determinación
1473|Fosforo (ASTM3231)|Fosforo (ASTM3231)|DETE|Determinación
220|Fosforo en antiox. no manch.|Fosforo en antiox. no manch.|DETE|Determinación
337|Fosforo total|Fosforo total|DETE|Determinación
303|Fosforo-Fosfato en suelo(P-PO4)|Fosforo-Fosfato en suelo(P-PO4)|DETE|Determinación
1504|Frente (mm)|Frente (mm)|DETE|Determinación
294|Freon11. Control Perdidas|Freon11. Control Perdidas|DETE|Determinación
966|Freon12. Control Perdidas|Freon12. Control Perdidas|DETE|Determinación
295|Freon22. Control Perdidas|Freon22. Control Perdidas|DETE|Determinación
1503|Fuelle (mm)|Fuelle (mm)|DETE|Determinación
2011|Giardia Lamblia ( Prov.Ext.)|Giardia Lamblia ( Prov.Ext.)|DETE|Determinación
350|Gomas existentes|Gomas existentes|DETE|Determinación
1259|Gomas Potenciales (ASTM D873)|Gomas Potenciales (ASTM D873)|DETE|Determinación
310|Grasas polares y aceit minerales|Grasas polares y aceit minerales|DETE|Determinación
1506|Grasas y aceites Totales (TOG)|Grasas y aceites Totales (TOG)|DETE|Determinación
345|Grav. especif. 60/60 F(PASA125)|Grav. especif. 60/60 F(PASA125)|DETE|Determinación
183|Gravedad esp.15.6/15.6C(ID3650)|Gravedad esp.15.6/15.6C(ID3650)|DETE|Determinación
1902|Green Retarder (ppm p/v)|Green Retarder (ppm p/v)|DETE|Determinación
1922|GRO (EPA 8015B) ppm p/p|GRO (EPA 8015B) ppm p/p|DETE|Determinación
1544|210GRO (EPA 8015B) ppm p/v|GRO (EPA 8015B) ppm p/v|DETE|Determinación
176|HC en solv. (I. Refraccion)|HC en solv. (I. Refraccion)(ID3586)|DETE|Determinación
455|HC por Ind.refraccion|HC por Ind.refraccion|DETE|Determinación
1585|10HC tot muestras solidas|HC tot muestras solidas ppm p/p|DETE|Determinación
1409|20HC Tot. (ppm)|HC Tot. (ppm)|DETE|Determinación
1644|HC Tot. ppm v/v|HC Tot. ppm v/v Micro-fid|DETE|Determinación
615|16HC totales en matriz acuosa|HC totales en matriz acuosa|DETE|Determinación
1456|HC Totales P/HS ppb (PASA760)|HC Totales P/HS ppb (PASA760)|DETE|Determinación
1412|HC Totales p/HS (PASA760)|HC Totales p/HS ppm (PASA760)|DETE|Determinación
1866|HC Totales ppm v/v - Seguridad|HC Totales ppm v/v - Seguridad|DETE|Determinación
909|Heptacloro+Heptacloroepoxido (Pr|Heptacloro+Heptacloroepoxido (Prov.Ext.)|DETE|Determinación
914|Hexacloro Benceno (Prov.Ext.)|Hexacloro Benceno (Prov.Ext.)|DETE|Determinación
1260|Hexano %p/p (D6729)|Hexano %p/p (D6729)|DETE|Determinación
1254|Hexano en aceite po GC/H.Space|Hexano en aceite po GC/H.Space|DETE|Determinación
1900|Hexano por HeadSpace/GC (mg/L)|Hexano por HeadSpace/GC (mg/L)|DETE|Determinación
997|Hidroc. Totales sobre lixiviado|Hidroc. Totales sobre lixiviado|DETE|Determinación
333|13Hidroc.totales volcados al rio|Hidroc.totales volcados al rio|DETE|Determinación
334|Hidrocarburo libre|Hidrocarburo libre|DETE|Determinación
2012|Hidrocarburos Aromaticos|Hidrocarburos Aromaticos ( Prov.Ext.)|DETE|Determinación
1222|Hidrocarburos Destilados|Hidrocarburos Destilados.IRAM6719|DETE|Determinación
296|Hidrocarburos en suelo %|Hidrocarburos en suelo %|DETE|Determinación
1329|100Hidrocarburos tot. (ID3534)|Hidrocarburos tot. (ID3534)|DETE|Determinación
137|14Hidrocarburos tot. en efl. liq|Hidrocarburos tot. en efl. liq.|DETE|Determinación
1864|Hidrocarburos Tot. ppm v/v- Seg.|Hidrocarburos Tot. ppm v/v- Seguridad|DETE|Determinación
2013|Hidrocarburos Totales ( Prov.Ext|Hidrocarburos Totales ( Prov.Ext.)|DETE|Determinación
1092|090Hidrocarburos Tot. (EPA 5021)|Hidrocarburos Totales (EPA 5021)|DETE|Determinación
1534|Hidrocarburos Totales (THP)|Hidrocarburos Totales (THP)|DETE|Determinación
1743|Hidrogeno (% p/p)|Hidrogeno (% p/p)|DETE|Determinación
1779|140Hidrogeno (%v/v) RGA|Hidrogeno (%v/v) RGA|DETE|Determinación
938|001Hidrogeno (D7833)|Hidrogeno (D7833B)|DETE|Determinación
1667|Hidrogeno (ppm v/v) Externo|Hidrogeno (ppm v/v) Externo|DETE|Determinación
843|01Hidrogeno (RGA)|Hidrogeno (RGA)|DETE|Determinación
158|Hidrogeno.(D7833)|Hidrogeno.(D7833)|DETE|Determinación
404|Hidroxido de calcio|Hidroxido de calcio|DETE|Determinación
249|Hidroxido de Potasio|Hidroxido de Potasio|DETE|Determinación
434|Hidroxido de sodio|Hidroxido de sodio|DETE|Determinación
749|Hierro (como Fe)|Hierro (como Fe)|DETE|Determinación
1011|Hierro (HACH-735)|Hierro (HACH-735)|DETE|Determinación
325|Hierro (ID3515)|Hierro (ID3515)|DETE|Determinación
261|Hierro ferrico en SO4Fe.PASA195|Hierro ferrico en SO4Fe.PASA195|DETE|Determinación
260|Hierro ferroso en SO4Fe.ID3583|Hierro ferroso en SO4Fe.ID3583|DETE|Determinación
1115|Hierro por AA llama (PASA887)|Hierro por AA llama (PASA887)|DETE|Determinación
1283|Hierro Total (Prov.Ext.)|Hierro Total (Prov.Ext.)|DETE|Determinación
984|Hierro, Manganeso y Cobre|Hierro, Manganeso y Cobre|DETE|Determinación
814|Hierro. (HACH-265)|Hierro. (HACH-265)|DETE|Determinación
744|Humedad (100-105 C)-ID3411|Humedad (100-105 C)-ID3411|DETE|Determinación
1622|Humedad (Obs.visual-ASTM D1837)|Humedad (Obs.visual-ASTM D1837)|DETE|Determinación
216|Humedad en acido graso|Humedad en acido graso|DETE|Determinación
961|Humedad en gas.(PASA901)|Humedad en gas.(PASA901)|DETE|Determinación
1774|Humedad en gases|Humedad en gases|DETE|Determinación
408|Humedad y mat. volatil.(PASA202)|Humedad y mat. volatil.(PASA202)|DETE|Determinación
302|Humedad y materia volatil en mue|Humedad y materia volatil en muestras solidas|DETE|Determinación
884|I-77 (EFLW-052)|I-77 (EFLW-052)|DETE|Determinación
1792|040i-Butano (%v/v) RGA|i-Butano (%v/v) RGA|DETE|Determinación
1795|080i-Butileno (%v/v) RGA|i-Butileno (%v/v) RGA|DETE|Determinación
1946|030I-C10 D6729 (%p/p)|I-C10 D6729 (%p/p)|DETE|Determinación
1948|034I-C11 D6729 (%p/p)|I-C11 D6729 (%p/p)|DETE|Determinación
1063|007I-C4 (D7833)-%Molar|I-C4 (D7833)-%Molar|DETE|Determinación
836|I-C4 (ID3552)|I-C4 (ID3552)|DETE|Determinación
1934|006I-C4 D6729 (%p/p)|I-C4 D6729 (%p/p)|DETE|Determinación
1265|007I-C4- (D7833)-%Molar|I-C4- (D7833)-%Molar|DETE|Determinación
366|007I-C4.(D7833)|I-C4.(D7833)|DETE|Determinación
1357|014I-C5 (D7833)|I-C5 (D7833)|DETE|Determinación
1936|010I-C5 D6729 (%p/p)|I-C5 D6729 (%p/p)|DETE|Determinación
1938|014I-C6 D6729 (%p/p)|I-C6 D6729 (%p/p)|DETE|Determinación
1940|018I-C7 D6729 (%p/p)|I-C7 D6729 (%p/p)|DETE|Determinación
1942|022I-C8 D6729 (%p/p)|I-C8 D6729 (%p/p)|DETE|Determinación
1944|026I-C9 D6729 (%p/p)|I-C9 D6729 (%p/p)|DETE|Determinación
1799|120i-Pentano (%v/v) RGA|i-Pentano (%v/v) RGA|DETE|Determinación
751|I.P.B.|I.P.B.|DETE|Determinación
132|I77  .(PASA206)|I77  .(PASA206)|DETE|Determinación
142|I77  .(PASA208)|I77  .(PASA208)|DETE|Determinación
783|170IC10. (D6729)|IC10. (D6729)|DETE|Determinación
785|190IC11. (D6729)|IC11. (D6729)|DETE|Determinación
844|14IC4 (RGA)|IC4 (RGA)|DETE|Determinación
994|iC4- (ID3552)|iC4- (ID3552)|DETE|Determinación
769|050IC4.(D6729)|IC4.(D6729)|DETE|Determinación
942|007IC4.(D7833)|IC4.(D7833)|DETE|Determinación
771|070IC5.(D6729)|IC5.(D6729)|DETE|Determinación
774|090IC6. (D6729)|IC6. (D6729)|DETE|Determinación
776|110IC7. (D6729)|IC7. (D6729)|DETE|Determinación
779|130IC8. (D6729)|IC8. (D6729)|DETE|Determinación
781|150IC9. (D6729)|IC9. (D6729)|DETE|Determinación
116|IMO en SBR.(PASA209)|IMO en SBR.(PASA209)|DETE|Determinación
710|Impresion segun plano FD 5922/1|Impresion segun plano FD 5922/1|DETE|Determinación
211|Ind. Refracc. en aceite(ID3586)|Ind. Refracc. en aceite(ID3586)|DETE|Determinación
344|Ind. Refracc. en Acrilonitrilo|Ind. Refracc. en Acrilonitrilo|DETE|Determinación
400|Ind. Refracc. en Aminas|Ind. Refracc. en Aminas|DETE|Determinación
413|Ind. Refracc. en coagulante|Ind. Refracc. en coagulante|DETE|Determinación
225|Ind. Refracc. en Irganox(ID3586)|Ind. Refracc. en Irganox(ID3586)|DETE|Determinación
243|Ind. Refracc. en Modificado|Ind. Refracc. en Modificado(ID3586)|DETE|Determinación
419|Ind. Refraccion a 20 C|Ind. Refraccion a 20 C|DETE|Determinación
1467|Ind. Refraccion a 25 C|Ind. Refraccion a 25 C|DETE|Determinación
1577|Indeno en efl. liq.|Indeno en efl. liq.|DETE|Determinación
1452|Indice (R+M/2)|Indice (R+M/2)|DETE|Determinación
1048|Indice de aminas|Indice de aminas|DETE|Determinación
1908|Indice de Bromo|Indice de Bromo|DETE|Determinación
1194|Indice de cetano calculado|Indice de cetano calculado|DETE|Determinación
1388|Indice de Penetracion. IRAM-IAPG|Indice de Penetracion. IRAM-IAPG 6835|DETE|Determinación
1211|Indice de penetracion.(IRAM6604)|Indice de penetracion.(IRAM6604)|DETE|Determinación
370|02Inertes.(RGA)|Inertes.(RGA)|DETE|Determinación
189|Inhibidor MEHQ en acn|Inhibidor MEHQ en acn|DETE|Determinación
217|Insaponificables en ac. graso|Insaponificables en ac. graso|DETE|Determinación
203|Insaponificables.(PASA238)|Insaponificables.(PASA238)|DETE|Determinación
258|Insolubles en agua en S.F.S.|Insolubles en agua en S.F.S.|DETE|Determinación
265|Insolubles en agua en sulfato fe|Insolubles en agua en sulfato fe|DETE|Determinación
406|Insolubles en agua.(PASA224)|Insolubles en agua.(PASA224)|DETE|Determinación
449|Insolubles en agua.(PASA225)|Insolubles en agua.(PASA225)|DETE|Determinación
240|Insolubles en etilbz.|Insolubles en etilbz.|DETE|Determinación
1767|Inspeccion Visual|Inspeccion Visual (Cumple - No Cumple)|DETE|Determinación
1963|076IPCP D6729 (%p/p)|IPCP D6729 (%p/p)|DETE|Determinación
1756|iso-Pentano (%p/p)|iso-Pentano (%p/p)|DETE|Determinación
32|007Isobutano.(D7833)|Isobutano.(D7833)|DETE|Determinación
52|13Isobutileno.(ID3646)|Isobutileno.(ID3646)|DETE|Determinación
1852|Isohexanos D6729 (%p/p)|Isohexanos D6729 (%p/p)|DETE|Determinación
1526|027Isooctano (ID3534)|Isooctano (ID3534)|DETE|Determinación
1645|Isoparafinas % p/p (D6729)|Isoparafinas % p/p (D6729)|DETE|Determinación
1255|Isoparafinas %v/v.D6729|Isoparafinas %v/v.D6729|DETE|Determinación
1689|02Isoparafinas D6729 (%p/p)|Isoparafinas D6729 (%p/p)|DETE|Determinación
1688|02Isoparafinas D6729 (%v/v)|Isoparafinas D6729 (%v/v)|DETE|Determinación
2034|Isopropanol ppm v/v (ID3879)|Isopropanol ppm v/v (ID3879)|DETE|Determinación
1007|Isopropil-hidroxilamina|Isopropil-hidroxilamina|DETE|Determinación
1008|Isopropilamina en I.P.H.A.|Isopropilamina en I.P.H.A.|DETE|Determinación
1983|Jabon de resina % p/p|Jabon de resina % p/p|DETE|Determinación
119|Jabon dil. mezcla.(ID3839)|Jabon dil. mezcla.(ID3839)|DETE|Determinación
20|Jabon en caucho SBR.(PASA017)|Jabon en caucho SBR.(PASA017)|DETE|Determinación
1920|Jabon KAC 17|Jabon KAC 17|DETE|Determinación
117|Jabon KR 17.(ID3871)|Jabon KR 17.(ID3871)|DETE|Determinación
882|LAB.(Emulsionante Sint.)|LAB.(Emulsionante Sint.)|DETE|Determinación
1043|Largo|Largo|DETE|Determinación
711|Largo clavos punta Paris|Largo clavos punta Paris|DETE|Determinación
706|Largo valv.bolsa poli R1913|Largo valv.bolsa poli R1913|DETE|Determinación
910|Lindano (Prov.Ext.)|Lindano (Prov.Ext.)|DETE|Determinación
1086|050m+p Xileno (EPA5021)|m+p Xileno (EPA5021)|DETE|Determinación
1524|045m-p Xileno (ID3534)|m-p Xileno (ID3534)|DETE|Determinación
789|240M-XIL. (D6729)|M-XIL. (D6729)|DETE|Determinación
1559|240M-XIL. (D6729) %v/v|M-XIL. (D6729) %v/v|DETE|Determinación
1978|047m-Xileno D6729 (%p/p)|m-Xileno D6729 (%p/p)|DETE|Determinación
1737|046m-Xileno D6729 (%v/v)|m-Xileno D6729 (%v/v)|DETE|Determinación
91|05m-Xileno. (ID3591)|m-Xileno. (ID3591)|DETE|Determinación
1273|Magnesio (Prov.Ext.)|Magnesio (Prov.Ext.)|DETE|Determinación
410|Magnesio en ClK|Magnesio en ClK|DETE|Determinación
930|Malation ( Prov.Ext.)|Malation ( Prov.Ext.)|DETE|Determinación
901|Manganeso (Prov.Ext.)|Manganeso (Prov.Ext.)|DETE|Determinación
1568|Manganeso en nafta|Manganeso en nafta (ASTM D3831)|DETE|Determinación
47|17MAPD.(ID3646)|MAPD.(ID3646)|DETE|Determinación
48|18MAPD/Propileno|MAPD/Propileno|DETE|Determinación
414|Mat. activa en dispersante|Mat. activa en dispersante|DETE|Determinación
312|Mat. en susp. total|Mat. en susp. total|DETE|Determinación
45|Mat. en suspencion|Mat. en suspencion|DETE|Determinación
106|Mat. extraÏas en P.T. NBR|Mat. extraÏas en P.T. NBR|DETE|Determinación
276|Mat. particulado PM10|Mat. particulado PM10|DETE|Determinación
1993|Mat. particulado PM10 (Prov.Ext.|Mat. particulado PM10 (Prov.Ext.|DETE|Determinación
275|Mat. particulado TSP|Mat. particulado TSP|DETE|Determinación
1994|Mat. particulado TSP (Prov.Ext.)|Mat. particulado TSP (Prov.Ext.)|DETE|Determinación
750|Mat. Volatil - ID3675(D5668)|Mat. Volatil - ID3675(D5668)|DETE|Determinación
17|Mat. Volatil. ID3675(D5668)|Mat. Volatil. ID3675(D5668)|DETE|Determinación
980|Materia activa ani½nica|Materia activa ani½nica|DETE|Determinación
1122|Materia activa en tensiactivo de|Materia activa en tensiactivo de proceso.(PASA820)|DETE|Determinación
1311|Material particulado (bombita)|Material particulado (bombita)|DETE|Determinación
1959|068MCH D6729 (%p/p)|MCH D6729 (%p/p)|DETE|Determinación
796|310MCH. (D6729)|MCH. (D6729)|DETE|Determinación
1956|062MCP D6729 (%p/p)|MCP D6729 (%p/p)|DETE|Determinación
794|290MCP. (D6729)|MCP. (D6729)|DETE|Determinación
688|Medida alargamiento fleje acero|Medida alargamiento fleje acero|DETE|Determinación
685|Medida ancho fleje acero|Medida ancho fleje acero|DETE|Determinación
627|Medida del Ancho|Medida del Ancho|DETE|Determinación
628|Medida del Espesor|Medida del Espesor|DETE|Determinación
626|Medida del Fuelle|Medida del Fuelle|DETE|Determinación
629|Medida del Largo|Medida del Largo|DETE|Determinación
693|Medida diametro exterior|Medida diametro exterior|DETE|Determinación
643|Medida diametro exterior  tubo|Medida diametro exterior  tubo|DETE|Determinación
694|Medida diametro interior|Medida diametro interior|DETE|Determinación
644|Medida diametro interior tubo|Medida diametro interior tubo|DETE|Determinación
686|Medida espesor fleje acero|Medida espesor fleje acero|DETE|Determinación
687|Medida traccion fleje acero|Medida traccion fleje acero|DETE|Determinación
1930|MEK. Medicion (TWA)|MEK. Medicion (TWA)|DETE|Determinación
44|Mercaptanos.(ID3616)|Mercaptanos.(ID3616)|DETE|Determinación
902|Mercurio (Prov.Ext.)|Mercurio (Prov.Ext.)|DETE|Determinación
1505|Mercurio AA (mg/m3) (PASA885)|Mercurio AA (mg/m3) (PASA885)|DETE|Determinación
1104|Mercurio AA (ppb)(PASA885)|Mercurio AA (ppb)(PASA885)|DETE|Determinación
1301|Mercurio AA (ppm)(PASA 885)|Mercurio AA (ppm p/p)(PASA 885)|DETE|Determinación
1116|Mercurio por AA llama (EFLW-054)|Mercurio por AA llama (EFLW-054)|DETE|Determinación
1630|Mercurio ppm p/v|Mercurio ppm p/v (PE-7E-0432)|DETE|Determinación
1892|MES -  ASTM D6228 (mg/m3)|MES -  ASTM D6228 (mg/m3)|DETE|Determinación
898|Mesofilas Totales (EFLW041)|Mesofilas Totales (EFLW041)|DETE|Determinación
423|Metabisulfito de sodio. Pureza|Metabisulfito de sodio. Pureza|DETE|Determinación
1744|Metano (% p/p)|Metano (% p/p)|DETE|Determinación
1778|210Metano (%v/v) RGA|Metano (%v/v) RGA|DETE|Determinación
1671|Metano + Etano (ppm v/v) Externo|Metano + Etano (ppm v/v) Externo|DETE|Determinación
305|Metano. Emisiones fug.|Metano. Emisiones fug.|DETE|Determinación
1507|Metanol % (GC/MS)|Metanol % (GC/MS)|DETE|Determinación
1855|Metanol % v/v (D6729)|Metanol % v/v (D6729)|DETE|Determinación
988|Metanol en propano-propileno|Metanol en propano-propileno|DETE|Determinación
