id|code|description|departmentId|type
200|TERM. LINEA|TERM. LINEA|5|
201|REACT. FINAL|REACT. FINAL|4|
202|LAVADOR CAUST.ARPOL|LAVADOR CAUST.ARPOL|4|
203|LAVADOR AGUA|LAVADOR AGUA|4|
208|STY RECICLO|STY RECICLO|7|
209|BUTADIENO RECICLO|BUTADIENO RECICLO|7|
230|PTA. LINEA XIL.|PTA. LINEA XIL.|49|
231|C.P. XILENO|C.P. XILENO|44|
235|BENCENO, TK 529|BENCENO, TK 529|44|
236|C.P. TOLUENO|C.P. TOLUENO|44|
237|PTA. LINEA TOL.|PTA. LINEA TOL.|49|
270|FILTRO SAL MUERA|FILTRO SAL MUERA|56|
271|PIL. TRAT. DE SAL MUERA|PIL. TRAT. DE SAL MUERA|56|
276|SOL.ACTIVADOR|SOL.ACTIVADOR|5|
277|SOL.SHORSTOP|SOL.SHORSTOP|5|
278|ANTIOX. MEZCLA|ANTIOX. MEZCLA|5|
281|POTASA DIL.|POTASA DIL.|4|
282|TK. BTD|TK. BTD|6|
286|REACT. ARNIPOL|REACT. ARNIPOL|6|
287|TORRE DESPOJ. NBR|TORRE DESPOJ. NBR|6|
293|SOL.DE ACTIVADOR|SOL.DE ACTIVADOR|6|
294|SOL.DE SHORSTOP|SOL.DE SHORSTOP|6|
299|CIMA PREFRACC.|CIMA PREFRACC.|41|
300|CIMA SPLITTER 0|CIMA SPLITTER 0|41|
301|CIMA DESBUTA.REFORMA|CIMA DESBUTA.REFORMA|41|
302|CIMA DESETA|CIMA DESETA|41|
303|CIMA TORRE ESTABIL.|CIMA TORRE ESTABIL.|41|
304|REFINADO|REFINADO|42|
305|EXTRACTO|EXTRACTO|42|
306|CIMA DESPOJ.SOLVENTE|CIMA DESPOJ.SOLVENTE|42|
307|TORRE BZ|TORRE BZ|43|
308|CIMA T. TOLUENO|CIMA T. TOLUENO|43|
309|CARGA HDA|CARGA HDA|43|
310|FDO.ESTABIL. A 300|FDO.ESTABIL. A 300|43|
311|CIMA TOL-XIL|CIMA TOL-XIL|43|
312|FDO.TOL-XIL|FDO.TOL-XIL|43|
313|CIMA DILUYENTE|CIMA DILUYENTE|43|
314|TOL. IMP.|TOL. IMP.|43|
315|FDO.DILUYENTE|FDO.DILUYENTE|43|
316|CIMA HIGH FLASH|CIMA HIGH FLASH|43|
320|HIGH FLASH|HIGH FLASH|44|
321|PTA. LINEA HIGH FLASH|PTA. LINEA HIGH FLASH|49|
326|NAFTA COMUN|NAFTA COMUN|44|
327|BASE OCTANICA|BASE OCTANICA|44|
328|CORTE AROM.|CORTE AROM.|44|
336|CIMA ETILBENCENO|CIMA ETILBENCENO|19|
337|SEPARADOR D13-212|SEPARADOR D13-212|20|
338|AGUA CALDERA D13-215|AGUA CALDERA D13-215|20|
339|CIMA TORRE DESPROPA|CIMA TORRE DESPROPA|17|
340|FDO. TORRE DESPROPA|FDO. TORRE DESPROPA|17|
341|TETRALENE CAMION|TETRALENE CAMION|49|
342|TAMBOR MEZCLA|TAMBOR MEZCLA|21|
343|CARGA T. BENTOL|CARGA T. BENTOL|20|
345|CIMA TORRE BENTOL|CIMA TORRE BENTOL|20|
346|AGUA TAMB. T. BENTOL|AGUA TAMB. T. BENTOL|20|
348|STY MEZCLA|STY MEZCLA|7|
349|TK BTD|TK BTD|15|
350|TK PROPEL. LOTE|TK PROPEL. LOTE|15|
351|TK PROPEL. C.P.|TK PROPEL. C.P.|15|
352|TAMB. STY DIARIO|TAMB. STY DIARIO|20|
353|TK HEXANO C.P|TK HEXANO C.P|15|
354|TK HEXANO LOTE|TK HEXANO LOTE|15|
356|COLUMNAS STY|COLUMNAS STY|4|
357|TK LATEX SBR|TK LATEX SBR|8|
358|TK JABON KR|TK JABON KR|5|
359|TK JABON DIL.|TK JABON DIL.|5|
360|TK EMULS.ANTIOX.|TK EMULS.ANTIOX.|5|
361|TK ACN DIL.|TK ACN DIL.|6|
362|TK POTASA|TK POTASA|5|
363|TK NAFTA DE CARGA|TK NAFTA DE CARGA|44|
364|TK SOLV. PARAF.|TK SOLV. PARAF.|44|
365|TK NAFTA PARAFINICA|TK NAFTA PARAFINICA|44|
366|TK NAFTA VIRGEN INICIAL|TK NAFTA VIRGEN INICIAL|44|
370|CIMA TORRE RECICLO|CIMA TORRE RECICLO|20|
371|FDO. TORRE RECICLO|FDO. TORRE RECICLO|20|
372|CIMA TORRE STY|CIMA TORRE STY|20|
373|FDO T. FLASH|FDO T. FLASH|20|
374|PIL. API 400|PIL. API 400|22|
375|TORRE17D14-208|TORRE17D14-208|22|
376|ETILENO DE CARGA|ETILENO DE CARGA|19|
377|ALIMENT. TRANSALQ.(TM15)|ALIMENT. TRANSALQ.(TM15)|19|
378|EFLUENTE TRANSALQUILADOR|EFLUENTE TRANSALQUILADOR|19|
379|CIMA ALQUIL.(TM 7)|CIMA ALQUIL.(TM 7)|19|
380|EFLUENTE TERMINADOR ( TM 9)|EFLUENTE TERMINADOR ( TM 9)|19|
381|ALIMENT. BZ(BBA. 153)|ALIMENT. BZ(BBA. 153)|19|
382|BZ FREZCO DE REFORMA|BZ FREZCO DE REFORMA|19|
383|REFLUJO MEDIO (TM 4)|REFLUJO MEDIO (TM 4)|19|
384|FDO. ALQUIL.(TM 2)|FDO. ALQUIL.(TM 2)|19|
385|CIMA TORRE BZ (TM 17)|CIMA TORRE BZ (TM 17)|19|
386|FDO. TORRE BZ(TM 16)|FDO. TORRE BZ(TM 16)|19|
387|FDO. TORRE ETILBZ(TM 18)|FDO. TORRE ETILBZ(TM 18)|19|
388|CIMA ETILBENCENO (TM 19)|CIMA ETILBENCENO (TM 19)|19|
389|FDO. T. PEB (TM 25)|FDO. T. PEB (TM 25)|19|
390|CIMA T. PEB|CIMA T. PEB|19|
391|LECHOS CATALIZADOR (TM 3)|LECHOS CATALIZADOR (TM 3)|19|
392|PUR.AGUA CONDENS.VENTEO|PUR.AGUA CONDENS.VENTEO|19|
393|GAS VENTEO (TM 13)|GAS VENTEO (TM 13)|19|
394|17D2-151 LADO CARCAZA|17D2-151 LADO CARCAZA|19|
395|17D2-155 LADO CARCAZA|17D2-155 LADO CARCAZA|19|
396|CARGA HORNOS 16D1-101|CARGA HORNOS 16D1-101|17|
403|CIMA DESMETA|CIMA DESMETA|17|
404|TORRE ETILENO|TORRE ETILENO|17|
405|TK PROPANO|TK PROPANO|17|
414|CARGA UHA|CARGA UHA|17|
415|FDO. DESETA ETILENO|FDO. DESETA ETILENO|17|
416|UHA SDA. 1RIO.|UHA SDA. 1RIO.|17|
419|UHA SDA. 2RIO.|UHA SDA. 2RIO.|17|
422|HIDROG. CARGA UHA|HIDROG. CARGA UHA|17|
425|LAVADOR CAUST.NORTE|LAVADOR CAUST.NORTE|17|
426|TK LATEX ACN|TK LATEX ACN|8|
427|CIMA DESBUTA|CIMA DESBUTA|14|
428|CARGA DESBUTA|CARGA DESBUTA|14|
429|SDA. LAVADOR LPG|SDA. LAVADOR LPG|12|
430|PROP.INICIAL DE CAMION|PROP.INICIAL DE CAMION|49|
431|PROP. FINAL CAMION|PROP. FINAL CAMION|49|
432|SALIDA UHR|SALIDA UHR|13|
433|CIMA DESTIL. DE HEXANO|CIMA DESTIL. DE HEXANO|13|
434|C.POSTFRACCIONADORA|C.POSTFRACCIONADORA|13|
435|LPG (D9610)|LPG (D9610)|15|
436|GAS INERTE|GAS INERTE|11|
437|CIMA RERUM|CIMA RERUM|11|
438|CIMA DEOILER|CIMA DEOILER|12|
439|FDO. DEOILER|FDO. DEOILER|12|
440|LPG PTA. LINEA.|LPG PTA. LINEA.|49|
441|LAVADOR CAUST.D13431)|LAVADOR CAUST.D13431)|12|
442|TK CAUST.426|TK CAUST.426|12|
443|BUTADIENO DE REPROCESO|BUTADIENO DE REPROCESO|15|
447|TK BTD MEZCLA|TK BTD MEZCLA|7|
448|TK STY MEZCLA|TK STY MEZCLA|7|
449|TK STY LOTE|TK STY LOTE|21|
450|PTA. LINEA PROP.(PLANTA)|PTA. LINEA PROP.(PLANTA)|15|
451|PTA.LINEA PROP.(CARG.)|PTA.LINEA PROP.(CARG.)|49|
452|AGUA POT. PLANTAS|AGUA POT. PLANTAS|48|
453|PTA .LINEA BZ|PTA .LINEA BZ|50|
455|PTA. LINEA BTD|PTA. LINEA BTD|50|
456|PTA. LINEA ETILBZ|PTA. LINEA ETILBZ|50|
457|PTA. LINEA STY|PTA. LINEA STY|50|
458|PTA. LINEA CORTE AROMAT. YPF|PTA. LINEA CORTE AROMAT. YPF|50|
459|PTA. LINEA NAFTA PARAF.|PTA. LINEA NAFTA PARAF.|50|
460|CAMION BARRIDO BZ|CAMION BARRIDO BZ|50|
461|CAMION BARRIDO ETILBENCENO|CAMION BARRIDO ETILBENCENO|50|
462|HOMOGENIZADOR|HOMOGENIZADOR|51|
463|EFLUENTE P.T.EFLUENTES|EFLUENTE P.T.EFLUENTES|51|
464|REACTOR  A|REACTOR  A|51|
468|API USINA|API USINA|51|
525|FDO. TORRE DESPOJ.REF|FDO. TORRE DESPOJ.REF|41|
526|PARSHALL|PARSHALL|51|
527|PIL. INFILCO ARPOL|PIL. INFILCO ARPOL|9|
528|MH 3|MH 3|46|
529|TANQUE 104|TANQUE 104|51|
530|CAMION DE ACRN|CAMION DE ACRN|6|
531|BUQUE DE BZ|BUQUE DE BZ|50|
532|CISTERNA BUQUE BTD|CISTERNA BUQUE BTD|50|
533|BUQUE ETILBENCENO|BUQUE ETILBENCENO|50|
534|CAMION ACEITE EXTENDEDOR|CAMION ACEITE EXTENDEDOR|8|
535|TAMB. AC. DE RESINA|TAMB. AC. DE RESINA|2|
536|CAMION ACIDO GRASO|CAMION ACIDO GRASO|2|
537|ESFERA 334 INTERFASE N.VIRGEN|ESFERA 334 INTERFASE N.VIRGEN|44|
538|PORTAFEED AG.SECUEST.|PORTAFEED AG.SECUEST.|2|
539|TAMB.AGENTE SECUEST.|TAMB.AGENTE SECUEST.|2|
540|TAMB.ANTIOXIDANTE|TAMB.ANTIOXIDANTE|2|
541|TAMB. ANTIOX. IRGANOX 1520|TAMB. ANTIOX. IRGANOX 1520|2|
542|AGUA COMP.11-D3-140|AGUA COMP.11-D3-140|41|
543|CAJA DE ANTIOZONANTE A|CAJA DE ANTIOZONANTE A|2|
544|BOLSA DE ANTIOZONANTE B|BOLSA DE ANTIOZONANTE B|2|
545|BOLSA ARCILLA DIATOMEA|BOLSA ARCILLA DIATOMEA|2|
546|TAMB. D.E.H.A|TAMB. D.E.H.A|2|
547|LOTE F|LOTE F|57|
548|LOTE CH|LOTE CH|57|
549|LOTE E|LOTE E|57|
550|LOTE DA|LOTE DA|57|
551|LOTE G|LOTE G|57|
552|LOTE VL|LOTE VL|57|
553|LOTE D|LOTE D|57|
554|LOTE C SUPERF.|LOTE C SUPERF.|57|
555|LOTE H|LOTE H|57|
556|LOTE CV|LOTE CV|57|
557|LOTE B SUPERF.|LOTE B SUPERF.|57|
558|LOTE A SUPERF.|LOTE A SUPERF.|57|
559|BZ CORRIENTE LATERAL|BZ CORRIENTE LATERAL|42|
560|PORTAFEED DE PDD|PORTAFEED DE PDD|2|
561|TAMB. PDD|TAMB. PDD|2|
562|TAMB. I 77|TAMB. I 77|2|
563|TAMB. MODIFICADOR|TAMB. MODIFICADOR|2|
564|TAMB. PMHP|TAMB. PMHP|2|
565|CAMION DE POTASA CAUSTICA|CAMION DE POTASA CAUSTICA|8|
566|PORTAFEED DE SDD|PORTAFEED DE SDD|2|
567|TAMBOR DE SDD|TAMBOR DE SDD|2|
568|TAMBOR DE SFS|TAMBOR DE SFS|2|
569|BOLSA DE SULFATO FERROSO|BOLSA DE SULFATO FERROSO|2|
570|TAMBOR DE TBC|TAMBOR DE TBC|2|
571|CAMION DE TETRALENE|CAMION DE TETRALENE|49|
572|TAMB. AC. OLEICO|TAMB. AC. OLEICO|2|
573|CAMION AC.SULFURICO BTD|CAMION AC.SULFURICO BTD|15|
574|TAMB.AGUA OXIGEN.|TAMB.AGUA OXIGEN.|2|
575|TAMB.pHILMPLUS|TAMB.pHILMPLUS|2|
576|TAMB.AMINA FILMICA N9RF-780|TAMB.AMINA FILMICA N9RF-780|2|
577|TAMB.AMINA NEUTRAL.|TAMB.AMINA NEUTRAL.|2|
578|TAMB.AMINA NEUTRAL. N5136|TAMB.AMINA NEUTRAL. N5136|2|
579|PORTAFEED ANTIADH.|PORTAFEED ANTIADH.|2|
580|TAMB.ANTIADHERENTE|TAMB.ANTIADHERENTE|2|
581|TAMB.ANTIADHERENTE NBR|TAMB.ANTIADHERENTE NBR|2|
582|TAMB.ANTIESPUM. NBR|TAMB.ANTIESPUM. NBR|2|
583|PORTAFEED ANTIESP. SBR|PORTAFEED ANTIESP. SBR|2|
584|TAMB.ANTIESPUM. SBR|TAMB.ANTIESPUM. SBR|2|
585|BOLSA DE CAL HIDRATADA|BOLSA DE CAL HIDRATADA|2|
586|BOLSA DE CARBONATO DE SODIO|BOLSA DE CARBONATO DE SODIO|2|
587|CILINDRO DE CLORO LIQ.|CILINDRO DE CLORO LIQ.|2|
588|BOLSA DE CLORURO DE POTASIO|BOLSA DE CLORURO DE POTASIO|2|
589|CAMION DE CLORURO DE SODIO|CAMION DE CLORURO DE SODIO|56|
590|TAMB.COAGULANTE|TAMB.COAGULANTE|2|
591|TAMB.COAGULANTE B|TAMB.COAGULANTE B|2|
592|TAMB.P/DISPERSANTE NBR|TAMB.P/DISPERSANTE NBR|2|
593|TAMB.EMULS. SECUNDARIO|TAMB.EMULS. SECUNDARIO|2|
594|TAMB.FLOCUL.NALCO 7128|TAMB.FLOCUL.NALCO 7128|2|
595|TAMB. INHIBI.CORROSION H-233|TAMB. INHIBI.CORROSION H-233|2|
596|TAMB.INHIBIDOR DE POPCORN|TAMB.INHIBIDOR DE POPCORN|2|
597|CAMION DE KEROSENE|CAMION DE KEROSENE|2|
598|BOLSA DE METABISULFITO DE SODIO|BOLSA DE METABISULFITO DE SODIO|2|
599|TAMB. METANOL|TAMB. METANOL|2|
600|TAMB.MONOETANOLAMINA|TAMB.MONOETANOLAMINA|2|
601|BOLSA DE NITRITO DE SODIO|BOLSA DE NITRITO DE SODIO|2|
602|BIDON POLIELEC./EFLUENTES|BIDON POLIELEC./EFLUENTES|2|
603|CAMION SODA CAUST.USINA|CAMION SODA CAUST.USINA|48|
604|TAMB.HIPOCLORITO DE SODIO|TAMB.HIPOCLORITO DE SODIO|2|
605|TAMB. SULF.DE CARBONO|TAMB. SULF.DE CARBONO|2|
606|TAMB.TETRAETILENGLICOL|TAMB.TETRAETILENGLICOL|2|
607|TAMBOR DE TPP|TAMBOR DE TPP|2|
608|TAMB.TRICLOROETILENO|TAMB.TRICLOROETILENO|2|
609|TK ESPESADOR|TK ESPESADOR|51|
610|BOMB.CARGA A REF.|BOMB.CARGA A REF.|41|
611|GAS RECICLO|GAS RECICLO|41|
612|REACTOR 1 STY|REACTOR 1 STY|20|
617|GASES REACT.STY|GASES REACT.STY|20|
618|AIRE AREA 100 REF.|AIRE AREA 100 REF.|107|
619|AIRE AREA 200 REF.|AIRE AREA 200 REF.|107|
620|AIRE AREA 300 REF.|AIRE AREA 300 REF.|107|
622|AIRE AREA TKS REF.|AIRE AREA TKS REF.|107|
623|AIRE AREA 200 ARPOL|AIRE AREA 200 ARPOL|104|
624|AIRE AREA 300 ARPOL|AIRE AREA 300 ARPOL|104|
625|AIRE AREA COAG.ARPOL|AIRE AREA COAG.ARPOL|104|
626|AIRE GALPON ARPOL|AIRE GALPON ARPOL|104|
627|AIRE AREA TURBOS USINA|AIRE AREA TURBOS USINA|108|
628|AIRE API USINA|AIRE API USINA|108|
629|AIRE AREA STY|AIRE AREA STY|106|
630|AIRE AREA ETILENO|AIRE AREA ETILENO|106|
631|AIRE AREA 11-500 ETILENO|AIRE AREA 11-500 ETILENO|106|
632|AIRE AREA 200 BTD.|AIRE AREA 200 BTD.|105|
633|AIRE AREA 300 BTD|AIRE AREA 300 BTD|105|
634|AIRE AREA 400 BTD.|AIRE AREA 400 BTD.|112|
635|AIRE AREA 600 BTD.|AIRE AREA 600 BTD.|105|
636|AIRE LADO SUR EXT. LAB.|AIRE LADO SUR EXT. LAB.|113|
637|AIRE PLANTA PILOTO|AIRE PLANTA PILOTO|113|
638|AIRE ZONA ARENADO|AIRE ZONA ARENADO|112|
640|AIRE LOTE E L.FARMING|AIRE LOTE E L.FARMING|111|
641|AIRE PERIM. pto1|AIRE PERIM. pto1|112|
642|AIRE LIMITE S.O|AIRE LIMITE S.O|112|
643|AIRE LIMITE S.E|AIRE LIMITE S.E|112|
644|AIRE PLANTA EEE P. NEUTRAL.|AIRE PLANTA EEE P. NEUTRAL.|106|
645|AIRE AREA TK  AGUA USI|AIRE AREA TK  AGUA USI|108|
646|AIRE HORNOS REF.|AIRE HORNOS REF.|107|
647|AIRE HORNOS STY|AIRE HORNOS STY|106|
648|AIRE SECAD.CAUCHO SUR|AIRE SECAD.CAUCHO SUR|104|
649|AIRE SECAD.CAUCHO NORTE|AIRE SECAD.CAUCHO NORTE|104|
650|AIRE PIL.ESTABIL. SUR|AIRE PIL.ESTABIL. SUR|108|
651|AIRE TK B10 P.EFLUENTES|AIRE TK B10 P.EFLUENTES|108|
652|AIRE PLANTA EEE 17-100 N|AIRE PLANTA EEE 17-100 N|106|
653|AIRE LABORATORIO|AIRE LABORATORIO|113|
654|AIRE AREA 600 ARPOL|AIRE AREA 600 ARPOL|104|
655|AIRE NBR DESP.|AIRE NBR DESP.|104|
656|AIRE NBR REACT.|AIRE NBR REACT.|104|
657|AIRE NBR AREA TANQUES|AIRE NBR AREA TANQUES|104|
658|AIRE BTD. ZONA RERUM|AIRE BTD. ZONA RERUM|105|
659|AIRE EEE AREA 17-200|AIRE EEE AREA 17-200|106|
660|AIRE CARG. CAMIONES|AIRE CARG. CAMIONES|108|
661|AIRE LIMITES DE BATERIA|AIRE LIMITES DE BATERIA|112|
662|F1:AIRE 14D19-201|F1:AIRE 14D19-201|104|
663|F5:AIRE 14D19-202|F5:AIRE 14D19-202|104|
664|F9:AIRE 14D19-203|F9:AIRE 14D19-203|104|
665|AIRE 12D19-601(FREON 22)|AIRE 12D19-601(FREON 22)|105|
666|AIRE 17D19-401(FREON 22)|AIRE 17D19-401(FREON 22)|106|
667|AIRE 17D19-402(FREON 22)|AIRE 17D19-402(FREON 22)|106|
668|TUBOS DE NITROGENO|TUBOS DE NITROGENO|2|
669|LOTE F PROF.|LOTE F PROF.|57|
670|LOTE CH PROF.|LOTE CH PROF.|57|
671|LOTE E PROF.|LOTE E PROF.|57|
672|LOTE DA PROF.|LOTE DA PROF.|57|
673|LOTE G PROF.|LOTE G PROF.|57|
674|LOTE VL PROF.|LOTE VL PROF.|57|
675|LOTE D PROF.|LOTE D PROF.|57|
676|LOTE C PROF.|LOTE C PROF.|57|
677|LOTE H PROF.|LOTE H PROF.|57|
678|LOTE CV PROF.|LOTE CV PROF.|57|
679|LOTE B PROF.|LOTE B PROF.|57|
680|LOTE A  PROF.|LOTE A  PROF.|57|
681|PIEZOMETROS P/ MONITOREO NAPAS|PIEZOMETROS P/ MONITOREO NAPAS|102|
1001|TK BZ DIARIO|TK BZ DIARIO|44|
1002|TK 101-JABON CARGA|TK 101-JABON CARGA|4|
1003|PROP. INICIAL CAMION(BTD)|PROP. INICIAL CAMION(BTD)|15|
1004|PROP. FINAL CAMION(BTD)|PROP. FINAL CAMION(BTD)|15|
1007|MH 12|MH 12|16|
1163|FDO. DESP.SOLV.|FDO. DESP.SOLV.|42|
1165|FDO. DESBUTA.REFORMA|FDO. DESBUTA.REFORMA|41|
1166|FDO. ESTABIL. A 100|FDO. ESTABIL. A 100|41|
1167|FDO. TORRE SOLV.|FDO. TORRE SOLV.|42|
1888|AGUA CIMA PREFRACC.|AGUA CIMA PREFRACC.|41|
1943|U1  : carga torre|U1  : carga torre|60|
1944|U2  : by pass carga torre|U2  : by pass carga torre|60|
1945|U3  : FRC 316  reflujo|U3  : FRC 316  reflujo|60|
1946|U7  : inferior rehervidor|U7  : inferior rehervidor|60|
1947|U8  : superior rehervidor|U8  : superior rehervidor|60|
1948|U9  : bloqueo psv torre|U9  : bloqueo psv torre|60|
1949|U10  : entrada condensador|U10  : entrada condensador|60|
1950|U11  : salida condensador|U11  : salida condensador|60|
1951|U12  : succion D3 318|U12  : succion D3 318|60|
1952|U13  : succion D3 317|U13  : succion D3 317|60|
1953|U14  : descarga D3 318|U14  : descarga D3 318|60|
1954|U15  : descarga D3 317|U15  : descarga D3 317|60|
1955|U16  : bloqueo FRC 316|U16  : bloqueo FRC 316|60|
1956|U17  : bloqueo FRC 316|U17  : bloqueo FRC 316|60|
1957|U18  : succion D3 621|U18  : succion D3 621|60|
1958|U19  : succion D3 622|U19  : succion D3 622|60|
1959|U20  : descarga D3 621|U20  : descarga D3 621|60|
1960|U21  : descarga D3 622|U21  : descarga D3 622|60|
1961|U22  : bloqueo linea muelle|U22  : bloqueo linea muelle|60|
1962|U23  : desvio BTD a muelle|U23  : desvio BTD a muelle|60|
1963|U24  : desvio BTD a muelle|U24  : desvio BTD a muelle|60|
1964|U25  : succion D3 627|U25  : succion D3 627|60|
1965|U26  : succion D3 627 Tk 615|U26  : succion D3 627 Tk 615|60|
1966|U27  : succion D3 627 Tk  BTD|U27  : succion D3 627 Tk  BTD|60|
1967|U28  : succion D3 601 Tks BTD|U28  : succion D3 601 Tks BTD|60|
1968|U29  : succion D3 601 Tks BTD|U29  : succion D3 601 Tks BTD|60|
1969|U30  : succion D3 601 Tk 615|U30  : succion D3 601 Tk 615|60|
1970|U31  : descarga D3 601 a arpol|U31  : descarga D3 601 a arpol|60|
1971|U32  : descarga D3 601|U32  : descarga D3 601|60|
1972|U33  : succion D3 602 Tks BTD|U33  : succion D3 602 Tks BTD|60|
1973|U34  : succion D3 602 Tks BTD|U34  : succion D3 602 Tks BTD|60|
1974|U35  : succion D3 602 Tk 615|U35  : succion D3 602 Tk 615|60|
1975|U36  : descarga D3 602 a arpol|U36  : descarga D3 602 a arpol|60|
1976|U37  : succion D3 614 de Tk 615|U37  : succion D3 614 de Tk 615|60|
1977|U38 : Descarga D3-621/622|U38 : Descarga D3-621/622|60|
1978|U41  : entrada tanque|U41  : entrada tanque|60|
1979|U42  : salida tanque|U42  : salida tanque|60|
1980|U43  : entrada|U43  : entrada|60|
1981|U44  : succion D3 601/602|U44  : succion D3 601/602|60|
1982|U45  : succion D3 601/602|U45  : succion D3 601/602|60|
1983|U46  : succion D3 621/622|U46  : succion D3 621/622|60|
1984|U48  : descarga D3 621/622|U48  : descarga D3 621/622|60|
1985|U52  : salida general|U52  : salida general|60|
1986|U53  : entrada general|U53  : entrada general|60|
1987|U54  : succion D3 601/602|U54  : succion D3 601/602|60|
1988|U55  : succion D3 601/602|U55  : succion D3 601/602|60|
1989|U56  : succion D3 621/622|U56  : succion D3 621/622|60|
1990|U59  : entrada general|U59  : entrada general|60|
1991|U60  : salida general|U60  : salida general|60|
1992|U63  : salida general|U63  : salida general|60|
1993|U64  : salida|U64  : salida|60|
1994|U65  : salida|U65  : salida|60|
1995|U68  : descarga D3 621/622|U68  : descarga D3 621/622|60|
1996|U69  : descarga D3 621/622|U69  : descarga D3 621/622|60|
1997|U70 : descarga D3 621/622|U70 : descarga D3 621/622|60|
1998|U71 : entrada general|U71 : entrada general|60|
1999|U72  : salida general|U72  : salida general|60|
2000|U73  : salida|U73  : salida|60|
2001|U74 : salida|U74 : salida|60|
2002|U75 : salida Tk 605/611|U75 : salida Tk 605/611|60|
2003|U78  : entrada general|U78  : entrada general|60|
2004|U79  : entrada|U79  : entrada|60|
2005|U80  : salida general|U80  : salida general|60|
2006|U81  : succion D3 619/620|U81  : succion D3 619/620|60|
2007|U82  : salida|U82  : salida|60|
2008|U86  : entrada general|U86  : entrada general|60|
2009|U87  : salida general|U87  : salida general|60|
2010|U88  : salida|U88  : salida|60|
2011|U89  : salida succion D3 614|U89  : salida succion D3 614|60|
2012|U90  : entrada|U90  : entrada|60|
2013|U91  : entrada (arpol)|U91  : entrada (arpol)|60|
2014|U92  : D3 317 reflujo torre|U92  : D3 317 reflujo torre|60|
2015|U93  : D3 318 reflujo torre|U93  : D3 318 reflujo torre|60|
2016|U94  : D3 319 fondo torre|U94  : D3 319 fondo torre|60|
2017|U95  : D3 320 fondo torre|U95  : D3 320 fondo torre|60|
2018|U96  : D3 601 BTD a arpol|U96  : D3 601 BTD a arpol|60|
2019|U97  : D3 602 BTD a arpol|U97  : D3 602 BTD a arpol|60|
2020|U98  : D3 614 carga a torre|U98  : D3 614 carga a torre|60|
2021|U99  : D3 621 refrigeracion Tk|U99  : D3 621 refrigeracion Tk|60|
2022|U100  : D3 622 refrigeracion Tk|U100  : D3 622 refrigeracion Tk|60|
2023|U101 : D3 627 Butadieno a dow|U101 : D3 627 Butadieno a dow|60|
2024|E1 : valvula bloqueo carga|E1 : valvula bloqueo carga|60|
2025|E2 : valvula bloqueo precalent.|E2 : valvula bloqueo precalent.|60|
2026|E3 : valvula bloqueo FRC 220|E3 : valvula bloqueo FRC 220|60|
2027|E4 : by pass FRC 220|E4 : by pass FRC 220|60|
2028|E5 : valvula bloqueo FRC 220|E5 : valvula bloqueo FRC 220|60|
2029|E6 : FRC 220|E6 : FRC 220|60|
2030|E7 : salida condensador|E7 : salida condensador|60|
2031|E8 : succion D3 227|E8 : succion D3 227|60|
2032|E9 : succion D3 228|E9 : succion D3 228|60|
2033|E10 : descarga D3 227|E10 : descarga D3 227|60|
2034|E11 : descarga D3 228|E11 : descarga D3 228|60|
2035|E12 : bomba  D3 227|E12 : bomba  D3 227|60|
2036|E13 : bomba  D3 228|E13 : bomba  D3 228|60|
2037|A1 : 14 D3-913 Bomba de puro|A1 : 14 D3-913 Bomba de puro|62|
2038|A2 : 14 D3-914 Bomba Transferenc|A2 : 14 D3-914 Bomba Transferenc|62|
2039|A3 : 14 D3-923 Bomba de Recibido|A3 : 14 D3-923 Bomba de Recibido|62|
2040|A4 : FV-902|A4 : FV-902|62|
2041|A5 : FV-902 Entrada|A5 : FV-902 Entrada|62|
2042|A6 : FV-902  Bloqueo a reactor|A6 : FV-902  Bloqueo a reactor|62|
2043|A7 : FV-914|A7 : FV-914|62|
2044|A8 : FV-914  Bloqueo|A8 : FV-914  Bloqueo|62|
2045|A9 : FV-914 'Bloqueo de l¡nea de|A9 : FV-914 'Bloqueo de l¡nea de|62|
2046|A10 : FV-914  Bloqueo a pesador|A10 : FV-914  Bloqueo a pesador|62|
2047|A11 : FV-914  Bloqueo a Reactor|A11 : FV-914  Bloqueo a Reactor|62|
2048|A12 : FV-914 Bay-pass de salida|A12 : FV-914 Bay-pass de salida|62|
2049|A13 : FV-914 Entrada a Reactor|A13 : FV-914 Entrada a Reactor|62|
2050|A14 : 14 D3-923      Succi¢n|A14 : 14 D3-923      Succi¢n|62|
2051|A15 : 14 D13-908    Salida|A15 : 14 D13-908    Salida|62|
2052|A16 : 14 D3-914    Salida a Reac|A16 : 14 D3-914    Salida a Reac|62|
2053|A17 : 14 D3-914       Salida de|A17 : 14 D3-914       Salida de|62|
2054|A18 : 14 D3-914        Entrada a|A18 : 14 D3-914        Entrada a|62|
2055|A19 : 14 D3-914        Drenaje|A19 : 14 D3-914        Drenaje|62|
2056|A20 : 14 D9-910      Entrada de|A20 : 14 D9-910      Entrada de|62|
2057|A21 : 14 D9-910     Salida a car|A21 : 14 D9-910     Salida a car|62|
2058|A22 : 14 D9-910       Salida a c|A22 : 14 D9-910       Salida a c|62|
2059|A23 : 14 D9-911      Entrada de|A23 : 14 D9-911      Entrada de|62|
2060|A24 : 14 D9-911     Salida a car|A24 : 14 D9-911     Salida a car|62|
